word,count
better-establish,1
10.7,3
60-80,1
lessen,4
10-,3
ferment,6
100-million,2
bioscienc,2
41-3/8,3
mussallem,1
715,3
crocker,1
63-3/4,1
37-1/8,1
navarro,2
2.19,2
1.71,3
pre-merg,1
665-million,1
500-million,1
723.5,1
schizophren,1
anti-schizophrenia,2
seroquel,3
clozaril,1
sandoz,1
haloperidol,1
serlect,1
risperd,1
radar,7
christina,4
zeneca,8
olanzapin,1
ziprasidon,1
abbott,2
heuer,1
1967,2
23.35,2
39.25,1
shield,9
conn.-bas,2
cleveland-bas,1
runningen,1
pharmaci,4
avon,1
sergeant,2
abn-amro,1
21.875,1
laudan,1
299.5,1
milwaukee-bas,4
piri,2
plano,2
cincinnati,1
45.50,1
47.50,1
736,2
44.75,2
blueston,2
23.2,2
carson,2
four-week,4
37.875,3
194.1,2
stanton,2
n.j.-base,1
theoret,8
nevin,1
ridg,1
vinyard,1
non-vot,8
milliman,1
frazier,1
pinch,3
coventri,1
wellpoint,1
sherlock,1
medical-loss,1
scath,2
slimmer,2
puls,1
17-1/4,1
guesstim,1
250-million,1
3-1/8,1
post-acquisit,1
1.23-billlion,1
semi-conductor,3
world-lead,1
trunk,4
powel,1
hickman,1
swing,15
bust-up,1
distant,2
45.375,1
lamberton,1
split-off,3
humulin,1
11-percent,1
specter,5
communiqu,12
paramilitari,13
colombian,40
commando,5
dynamit,5
narco-terror,1
extradit,12
juan,10
martinez,10
medellin,16
esguerra,6
samper,19
bernal,2
scar,6
traffick,19
cevallo,1
alfredo,3
ernesto,19
salgado,3
pablo,13
gunmen,3
leftist,21
castano,4
colombiano,2
minibu,2
escobar,12
violnc,1
ex-guerrilla,2
cocain,18
anti-paramilitari,3
murder,8
machete-wield,1
santand,2
guerrilla,29
cucuta,1
sympathis,1
machet,1
benjamin,1
disregard,5
col.,5
clergymen,2
stronghold,3
cathol,6
bullet-ridden,1
viejo,1
assail,4
nort,2
crossfir,1
massacr,2
boyaca,1
farc,12
sarasti,1
episcop,1
reveng,1
tolu,1
humberto,1
grandpar,1
da,2
sema,5
priest,5
prieto,1
boyoca,1
monsignor,1
rightist,4
scatter,5
irragori,1
peasant,4
miguel,4
sucr,1
revolutionari,20
mrta,3
comandant,1
dominican,5
lima,4
tragedi,7
15-strong,1
pro-cuban,2
rosemberg,2
castro,2
bloodbath,5
peruvian,3
amaru,3
cali,14
pavon,2
caracol,1
defunct,1
trap,7
hung,4
bogota,18
cuba,3
1980.,6
uno,1
alia,1
m-19,4
61-day,1
tupac,3
cart,6
drug-fuel,2
fondo,2
cordoba,3
downtown,11
ex-rebel,2
cattle-ranch,2
kidnap,11
assassin,12
carrero,1
vandal,1
marxist,10
gang,16
ganadero,2
monteria,2
rancher,2
gabriel,1
illict,1
cuban-inspir,1
neoliber,2
insurg,3
carajo,1
self-def,1
jungl,12
glean,3
"18,000.",1
1948.,1
offens,9
alfaro,1
pro-soviet,3
vive,1
oligarchi,1
calarca,1
well-plan,1
poverti,12
oligarch,1
extort,3
bloodiest,3
battalion,3
huila,2
barrancabermeja,3
"5,700-strong",3
ecopetrol,6
triana,3
horacio,3
riano,1
eln,5
villamizar,6
rodrigo,4
serpa,3
hernandez,3
creep,3
shotgun,1
uso,5
hernando,4
gilberto,3
carreno,1
edgar,2
gustavo,3
paralyz,9
fernando,2
edkin,1
urib,4
overnight,34
chairmen,2
marriag,12
real-term,1
industrialist,6
deep-root,3
billon,1
21.63,1
ibb,1
meteor,5
7944,4
best-perform,1
antioqueno,1
571,4
caballero,2
ibom,1
occident,7
immatur,4
bolsa,1
sindicato,1
lui,6
forfeitur,3
drug-rel,2
reintroduct,2
ill-gotten,4
escap,16
retroact,6
sunk,4
heav,2
plenari,4
anti-drug,13
stormi,6
teeth,5
empow,5
untouch,9
rib,1
"1,500-foot",1
montenegro,2
maria,5
rope,1
flip,2
eduardo,3
arboleda,1
rescuer,2
ricaurt,1
skull,2
intermitt,3
fatal,12
nine-month-old,1
quinceno,1
flung,3
abseil,1
uncl,4
narino,1
aria,2
mourn,2
ambrosio,1
chasm,1
volunt,1
ravin,2
wreckag,4
tumaco,1
family-run,2
500-metr,1
ntc,1
fifteen,3
atroci,1
thick,7
mafia,3
reminisc,2
bonett,1
overran,4
fieri,1
tiger,6
counterinsurg,6
322,2
fellner,2
manuel,2
jami,2
disinform,1
accomplic,1
cage,3
infam,2
amnesti,4
narco-guerrilla,1
bedoya,1
serrano,7
u.s.-back,4
poppi,3
frechett,5
fumig,3
coca,6
thrush,3
condol,3
policemen,3
civilian,23
dyncorp,2
t-65,3
guaviar,3
myle,7
"44,500",2
plantat,14
clandestin,4
rosso,7
sovereignti,65
leaf,4
opium,4
turbo,3
surrend,10
scrawl,2
hog-ti,2
voluntarili,8
valdivieso,5
pamphlet,2
handov,96
disgrac,10
alfonso,8
forbid,3
11-8,2
mankind,3
cadet,1
mourner,3
lone,4
bugler,1
guerrilla-infest,1
narco-traffick,3
coffin,4
lubbock,1
drape,2
scourg,8
u.s.-colombian,1
farewel,3
ortiz,1
35.,1
anti-narcot,2
servicemen,3
second-in-,1
hometown,7
narco-terrorist,1
u.s.-regist,2
norberto,2
schoolboy,2
chant,9
motherland,17
garcia,2
bolivar,2
pai,2
papayan,1
alberto,5
alvarez,3
working-class,3
catcal,2
most-fear,3
forgotten,6
corps,2
clutch,3
soul,2
drug-traffick,3
libr,2
czar,3
silent,9
retaliatori,5
abduct,4
chieftain,2
plaza,8
anti-kidnap,3
jeer,5
conven,8
59-57,1
condemn,47
toe,9
vocifer,3
decertifi,2
11-member,1
emma,3
reincorpor,1
mejia,3
teamwork,1
decertif,2
enriqu,7
glow,7
assault,8
recertifi,1
about-turn,2
willpow,1
frontal,3
thaw,6
entail,6
parejo,3
re-evalu,3
leonardo,2
pariah,2
gallego,1
outgo,10
rito,1
cowardic,1
banana-grow,1
backdrop,9
epl,2
convoy,2
upris,17
bomb-mak,2
maoist-inspir,1
uraba,1
firefight,1
contraband,1
barranquilla,2
alejo,1
conflict-torn,1
guy-alain,9
armando,2
retent,4
robusta,6
anif,1
60-kg,5
gauza,1
1996-97,1
125-kg,2
bluff,2
acpc,7
uganda,1
cardena,3
rwendeir,1
embattl,12
jorg,3
brazilian,7
abel,2
rift,3
ivori,46
naranjo,1
re-award,2
"287,000",1
doust,1
piedemont,2
discredit,2
90mm,1
entranc,5
jesu,1
cave,5
dislodg,1
comrad,5
rubbl,2
sieg,5
fujimori,1
elit,18
go-between,2
vivid,1
27-hour,1
pauto,1
volcanera,1
florena,1
gambit,1
new-styl,3
long-,1
faculti,1
quorum,1
confisc,6
headway,3
nuevo,1
defus,2
congressmen,2
siglo,1
once-mighti,2
shadowi,2
adventur,4
mercenari,1
rotta,1
undercov,2
werner,2
isabel,2
alias,1
hausmann,1
juergen,1
rionegro,2
guillermo,3
silvia,2
getaway,1
swarm,2
businessmen,27
kidnapp,1
remand,1
seidel,2
mauss,2
siemens-colombia,1
brigitt,2
borja,2
spate,6
below-infl,1
30.3,1
landmin,1
draconian,4
fenaltras,2
ocampo,2
auster,11
swath,2
caguan,1
montanita,1
wring,4
chaira,1
brass,2
compatriot,4
relay,2
cartagena,1
"5,400-square-mil",1
caqueta,1
putumayo,2
remolino,1
demilitar,1
"5,400",2
barrack,2
del,2
pre-agre,1
downpour,1
ramirez,1
andean,1
torrenti,1
26.28,1
"221,500",1
rainfal,5
5.,6
alvaro,3
nina,2
rivera,1
ideam,1
meteorologist,1
arabica-,1
mid-februari,6
janeiro,5
flower,14
popayan,1
sow,2
yard,12
gram,5
sintraoxi,2
belliger,2
"5,700",2
"40,000-strong",1
super-union,1
analyz,4
asopetrol,2
1920,2
non-union,6
foothold,16
narcot,4
ulterior,1
gurria,1
vacuum,8
dignifi,1
jurist,1
despot,1
mid-1960,2
rodriguez,4
desert,12
seedb,1
hoist,3
u.s.-mad,2
maoist,1
semana,3
"30,000.",1
columnist,7
delicia,1
decim,1
belt-tighten,1
"800,000-strong",1
issuanc,1
marulanda,1
varga,1
much-publicis,1
semi-autonom,1
militarili,1
ambush,1
governmment-brok,1
inequ,1
choco,1
demobil,1
resistencia,1
four-decad,1
concili,4
radionet,1
church,3
resembl,8
hemingway,1
fiesta,5
ernest,2
brava,1
youngster,2
flair,3
contrapt,1
matador,1
ruiz,2
colonialist,1
horn,6
torero,1
bogotano,1
fast-develop,1
braveri,1
novelist,1
bull,25
eleg,2
spaniard,3
becerra,1
rincon,1
rave,1
footstep,2
ricardo,3
reign,9
artistri,1
bullr,1
glisten,1
instructor,1
unequ,3
cape,1
ghetto,2
santamaria,1
rage,8
gori,1
courag,14
cruel,1
"15,000-capac",1
passion,5
cesar,2
humbl,2
dancer,1
hand-me-down,1
22-year-old,2
macho,1
bullfight,1
dusti,1
dash,11
blum,1
claudia,2
orejuela,3
insignia,2
dale,4
heroin,3
bradley,3
detain,33
false-bottom,1
triangl,3
overcoat,1
stuf,7
stupid,4
passport,12
dea,1
suitcas,1
ace,5
wear,13
brandt,1
faceless,1
cun,1
enrich,2
chess,1
pair,7
picota,1
falsif,1
ther,1
possess,8
left-w,1
hector,1
flex,7
penuela,1
super-,1
"40,000-member",1
"10,000-strong",1
fervent,5
impun,1
5-year-old,3
paradis,2
12-member,1
reactiv,7
giraldo,1
rcn,1
2015,1
50-kg,1
120-pound,1
buelva,1
3:15,1
ndez,1
hern,1
36-year-old,2
multi-,1
prado,1
schone,1
five-year-old,1
54-year-old,1
pyscholog,2
nortwest,1
llanogrand,1
jurgen,1
detaine,1
chauffeur,1
tortur,4
antioquia,2
0600,3
id,3
norbert,1
fugit,1
seismic,3
multimillion-dollar,2
narcotraffick,1
pastor,1
piedmont,1
once-pow,1
"1,500,000",1
cromo,1
margarita,1
reputedli,1
coporo,1
perafan,1
cusiana,1
mena,1
inversismica,1
arauca,1
non-leth,1
prostitut,7
first-hand,2
casanar,1
multi-ag,1
oil-produc,2
extra-judici,1
socioeconom,1
roast,2
billion-strong,1
just-in-tim,1
dispatch,5
11-day,2
broadest,1
buffer,1
itinerari,1
palat,1
lodder,1
ico,3
celsiu,2
inhabit,6
trucker,2
camilo,1
1030,1
5:30,1
anti-paramiltari,1
deton,1
serial,3
yacht,4
straighten,1
bust,6
mar,11
exhaust,4
egham,1
sniffer,1
148,5
mauric,1
ashford,1
perla,1
oldham,1
smell,4
consign,9
pearl,6
stash,3
stow,2
194,5
mix-up,2
modelo,1
javier,2
acc,1
lopez,1
paralysi,1
hernan,1
buenaventura,1
suarez,1
crisis-hit,1
inflation-link,1
garzon,1
corporatist,1
obregon,1
unitari,2
bautista,1
governm,1
secretariat,3
19.5,4
cgtd,1
ctc,1
democrat-influenc,1
left-wing,1
"200,000-strong",1
confeder,5
cervulo,1
fan,32
3.1.,1
visio,1
narrowcast,1
vex,1
strom,1
hyperconnector,1
non-commerci,1
constult,1
spiegel,2
seattl,15
unix,4
bishop,3
defer,17
impecc,1
galvin,5
mahathir,1
ntt,19
countervail,3
ouster,2
louisiana-pacif,1
375,7
sawmil,1
old-growth,1
48-year-old,3
sweetheart,2
17-million-acr,1
ketchikan,1
murkowski,1
merlo,1
suwyn,1
pulp,4
jettison,2
ore.-bas,1
rainforest,1
lindekugel,1
tongass,1
glacier,1
burner,3
87.75,1
sell-in,2
shrink-wrap,2
ramp,4
already-high,2
unearn,4
champion,21
mcadam,11
sherlund,2
moosa,2
pmc,2
modem-chip,2
elia,2
pmc-sierra,2
11.875,1
much-larg,3
kan,2
pebbl,4
lightning-rod,1
2.72,2
68.5,3
wilmington,4
tinstman,1
dorn,1
forway,1
hoover,2
dela.,1
mk,1
365,2
knudsen,1
heaquart,1
near-insolv,1
prepackag,1
company-bought,1
commut,13
alaskan,1
idaho-bas,1
parkinson,2
well-balanc,2
jensen,1
walsh,8
bondhold,2
remedi,14
morrison,6
"13,500",3
trent,13
416,19
jsa,10
rolls-royc,3
747,32
migrat,5
current-gener,3
campbel,13
nisbet,10
variant,3
cockpit,3
550-seat,2
double-deck,2
long-rang,7
biennial,3
"8,900",2
three-class,5
twin-engin,4
747-600,2
whitlow,9
bros.,2
548,2
"14,300",2
farnborough,3
462,3
turbofan,2
four-engin,4
747-500,2
3xx,4
"8,400",2
747-400.,2
go-slow,1
coat-tail,3
enderl,2
stunt,2
fastest-sel,1
giga,2
8.67,1
touchston,2
blue-and-whit,1
earth-shatt,1
206-386-4848,9
prototyp,13
airfram,3
chafe,1
multi-purpos,1
bomber,8
f-22,1
2008.,3
peashoot,1
air-to-ground,1
p-26,1
1930,4
flyoff,1
flyaway,1
heymann,3
b-2,1
finalist,5
2001,19
underdog,3
navi,13
clay,9
rumohr,5
cai,7
weidenbaum,1
lockehe,2
62.89,2
starv,2
fighter-jet,1
also-ran,2
reassign,2
all-stock,4
underinvest,2
airplane-buy,1
1977.,1
three-judg,4
folk,4
8-bit,1
alpex,1
contingency-fe,1
lincoln,5
eight-week,1
doctrin,2
coleco,1
bitmap,1
laymen,1
16.17,1
airline-announc,1
2.44,1
737,4
14.98,3
254,2
95.25,1
51.,1
tailspin,4
5.36,1
841,1
2.94,2
5.60,2
346,2
7.23,1
4.38,1
31.2,1
34.9,1
nimbl,7
cnbc,6
stodgi,3
10.375,2
super-jumbo,3
unchalleng,2
guenter,2
rexrodt,2
stamina,2
shrontz,4
uncharacterist,4
paus,7
101.125,2
once-sluggish,2
45.6,2
bubbl,23
crandal,4
mcdonel,2
hodgepodg,2
ratif,10
fleet-renew,2
727,2
fokker,3
md-11,4
189,2
md-80,2
daggatt,2
roil,2
10.625,2
premium-pr,2
brewer,34
pmido,1
redhook,2
abbrevi,2
dian,4
hart,2
crosstown,2
133.75,1
laura,2
magazine-typ,2
quiz,3
audiocast,2
expedia,2
humor,3
readerman,4
microsft,1
jen,11
underwir,2
stonesif,2
overtaken,8
unclutt,3
patti,2
136.375,2
2.02,4
614,3
much-hyp,1
raik,1
10.9,4
full-mot,1
bandwidth,1
stranglehold,6
a3xx,11
four-nat,9
woodard,2
10-week,4
gamesmanship,2
venz,2
559,4
korean,26
717,2
point-to-point,4
301,2
172,4
218,2
trans-pacif,10
42.8,2
41.4,2
public-rel,2
rok.n,1
curiosti,1
85.50,1
866,1
741,1
terrif,3
price-earn,4
1.013,1
aloud,1
9.16,1
oem,2
87.125,1
second-guess,3
slack,4
derid,2
berkeley,8
on-again,2
"32,000",3
65.,2
whipsaw,2
bachelor,2
exclaim,2
boyish,2
1965,3
mantra,3
demeanor,2
off-again,2
lazi,5
media-rel,2
10.6,4
2.06,1
complac,2
2.48,4
midyear,1
word-process,2
fabul,4
23.6,1
market-domin,1
glitzi,1
pinckney,1
tulli,1
internet-friendli,2
liz,3
t.row,1
bajarain,1
intertia,1
internet-intranet,1
casa,18
a340,17
a-3xx,1
unwieldi,1
ste,12
aerospatial,18
sallest,1
subcontract,1
person-year,1
michnoff,2
1.72,2
2.07,5
91-7/8,1
curios,3
blowout,4
recor,1
hate,5
2.33,3
price-to-earn,3
"9,500",1
bacteri,5
stomach,4
h7,1
manur,3
unpasteur,3
cramp,5
bacteria,2
incub,2
jack-in-the-box,1
azizi,1
cider,4
texeira,1
bacterium,3
thoroughli,7
o157,1
cdc,1
wash,10
dinuba,3
fecal,1
diarrhea,3
2-year-old,3
o57,1
oakland,3
radish,1
whitmor,1
aeronaut,3
alliant,1
gerald,25
downselect,1
modular,2
techsystem,1
862.5,1
maffei,2
income-yield,1
msft.n,1
fast-mov,4
statur,2
valid,9
dauntingli,1
appliance-lik,1
jess,2
kannegaard,2
inti,3
berst,1
plateau,3
displac,1
compout,1
3.625,3
roberston,1
just-end,1
revenue-enhanc,1
"633,000",2
pint,4
fertil,8
epidenm,2
35.9,3
undercook,2
slaughterhous,2
mimi,2
flulik,2
"997,000",2
sportszon,1
indistinguish,2
sportslin,1
123.50,1
glorifi,1
90-day,1
schoenfeld,4
907,1
sacrif,3
beenfici,1
yaari,3
upscal,3
rejuven,6
984,1
saul,3
unpopular,9
deepest,3
11.74,1
over-reli,1
reconfigur,1
"719,000",1
body-hug,1
textron,1
osprey,1
nine-passeng,1
tiltrotor,1
5.58,1
mid-1998,6
dunk,1
v-22,1
19.52,1
134.25,1
afteroon,1
39.3,1
21-year,1
6.94,1
evenli,4
35.1,1
renounc,4
haotian,7
fence-mend,1
taipei,32
sore,8
u.s.-china,3
chung-l,1
ruin,3
idli,2
anti-aircraft,1
1949,41
perri,12
retak,1
pointedli,3
chiang,10
bewteen,1
aveng,5
anti-missil,1
patriot,22
chi,13
1950.,2
god-k,12
cadr,4
autonomi,35
restiv,18
buddhist,17
ideologici,1
dalai,22
clergi,5
holiest,10
ideolog,20
anti-chines,15
1959,17
splittist,6
devout,8
lama,22
cliqu,13
rever,6
nobel,20
pro-independ,7
spiritu,18
unflaggingli,1
westernis,6
himalayan,20
nun,7
superstiti,1
arduou,2
tibetan,24
templ,9
kuiyuan,1
friction,10
textil,28
impetu,8
mfn,8
wooden,2
wedg,3
gratitud,2
10-man,3
b-24,4
colonel,1
six-man,3
trek,6
fu,7
xingan,2
crewmen,3
slope,3
ziwei,1
warrior,3
forens,5
fuselag,4
jiang,83
maoer,2
zemin,81
liotta,3
crevass,2
salut,2
action/prison,3
airmen,3
char,2
dogtag,3
identif,10
liang,24
1944.,3
slipperi,4
jianp,1
mia/pow,3
one-fifth,6
xiaop,40
jiucai,1
migrant,5
xie,3
macro-econom,2
township,1
cropland,1
shao,2
countrysid,3
328,4
non-farm,1
363,3
censu,1
nankou,1
466,4
133.4,1
deng,40
canvass,3
propaganda,17
jianmin,1
market-ori,9
neighbourli,1
"2,580-mile",1
primakov,2
"4,300-km",1
demarc,3
kyrgyzstan,2
sino-russian,2
longstand,3
tyron,1
coach,6
mate,9
kung,6
basketbal,2
doleman,1
nba,1
tenni,9
brusqu,1
nanyang,1
weakley,1
best-ev,6
18-week,1
olypm,1
lingo-fil,1
39.7,1
12.24,2
foreign-fund,7
151.07,1
overseas-fund,1
foreign-invest,3
about-fac,3
15.99,1
provision,55
29.2,1
138.83,1
145.2,1
137.1,1
22.62,1
delink,1
heavy-hand,1
geneva,12
state-design,1
on-duti,2
britian,6
pla,9
off-duti,2
trepid,2
quanyou,2
sar,11
student-l,24
moss-cov,1
briefli,10
anthropologist,1
stephani,4
terrain,3
unconsci,2
treacher,1
guilin,2
parol,22
museum,16
tiananmen,36
lingyun,18
counter-revolutionari,25
pro-democraci,90
surveil,22
61-year,8
peacekeep,2
1971.,2
u.n.-brok,2
disarm,2
guatemalan,2
furi,4
2758,1
graviti,2
unaccount,1
cliff,3
"500-1,000",1
repatri,4
south-western,3
pistol,1
scenic,4
liuzhou,1
footag,3
machinegun,2
1944,3
scaveng,1
wreck,2
hair,6
ying,3
radley,1
breaststrok,1
bronz,2
yun,1
rican,1
4:05.45.,1
dope,1
59.01,1
kruppa,1
jamaican,1
swimmer,1
qu,1
31.00,1
medallist,1
lowli,1
chengji,1
short-cours,1
backstrok,1
adrian,7
24.58,1
sion,1
guil,1
luna,1
huiju,1
mi,1
marcel,2
eight-round,1
mid-contest,1
brinn,1
glide,1
17-year-old,1
medley,1
freestyl,1
yan,1
tong,6
swim,8
wouda,1
breadth,3
espoo,1
zhyvanevskaya,1
butterfli,1
swam,1
coal-b,1
methan,1
klingner,1
medium-scal,1
geng,1
once-sensit,1
rong,2
insofar,3
politically-charg,1
pit-head,1
whitewash,3
verdant,1
hubei,3
jiazhu,2
dot,8
ill-lit,1
submerg,4
sprung,3
preferenti,8
freshwat,1
carrot,5
tree,18
jiangyi,1
silt-laden,1
yichang,1
ancestr,2
ruddy-cheek,1
hamlet,1
dirt,2
cabbag,1
2009,2
tertiari,1
sichuan,7
anti-reloc,1
gong,3
longest,5
204,1
wateri,1
self-sacrific,1
kaidong,1
mammoth,3
gargantuan,1
reloc,8
"2,480",1
yangtz,3
lush,3
flank,4
preach,4
snake,1
belch,2
doorway,1
"12,300",1
xujiachong,1
formul,6
priveleg,1
dismantl,1
mini-constitut,4
shall,9
conform,6
min,4
vice-minist,3
free-wheel,3
19-21.,1
cui,14
tiankai,12
hiv,7
std,1
minzhang,2
freewheel,10
vener,2
occurr,1
syphili,1
immunodefici,5
"3,341",3
"362,000",1
hiv/aid,2
"4,305",3
gonorrhea,1
shunzhang,1
sinica,1
hush-hush,1
taiwan-china,4
avow,3
fork,1
i.e,1
low-rank,1
chiu,2
rub,4
subic,2
spectr,3
academia,1
trade-invest,1
juici,2
arch-fo,1
cross-pacif,12
chao-l,1
subvert,28
enrol,2
juntao,2
zhen,3
cheng,8
tuition,1
stricken,3
tract,3
15.75,1
self-reli,1
"373,000",1
pyongyang,4
brace,13
gron,1
stave,4
mud,2
famin,3
mao,28
reunifi,3
covertli,2
hui,10
zedong,24
overtur,10
17.76,1
starlift,1
sasser,1
dirg,1
fascist,2
journey,10
oceanian,1
crisp,6
ping,8
body-length,1
c-141,1
er,6
drift,7
oblong,1
mei,3
lao,3
burma,5
policeman,6
yunnan,3
drug-consum,1
high-grad,1
multilater,2
impeach,13
western-styl,2
anoint,16
ordeal,3
xiaobo,15
exhort,4
xizh,14
60th,1
huaq,1
ruler,25
"9,650-km",1
pen,2
deviat,7
waver,2
1934-1936,1
hone,5
liu,23
lunar,4
poorest,7
hinterland,1
splash,11
impoverish,10
beijing-bas,10
placat,5
gloriou,7
fervour,3
gnaw,2
earnestli,1
lash,15
bewitch,2
conniv,1
atheist,2
devoutli,1
globetrot,1
persecut,6
fetter,1
abort,17
spars,6
neccesari,1
strasbourg,2
atheism,2
canberra,5
anti-graft,5
spous,2
14.3,7
stalinist,7
"72,000",2
xitong,8
jianx,4
mouthpiec,12
pluck,2
"116,000",2
politburo,12
anti-corrupt,6
graft,9
staunch,1
misinterpret,3
transcript,4
undo,3
commemor,4
preparatori,18
sino-british,23
post-handov,11
macau,13
unsound,1
bingxin,1
hagu,6
60-member,6
china-appoint,3
zhou,18
hangzhou,1
hefei,4
donghai,1
essay,3
taiyuan,1
shanxi,1
zong,3
re-educ,9
incit,10
longd,2
guoyong,1
dissent,21
zhang,21
boomtown,7
middle-ag,2
1966.,5
adul,2
documentari,8
1932,1
censor,5
12-part,3
92-year-old,6
roadsid,7
lucid,2
peanut,1
lionis,1
primetim,4
strove,1
viewer,9
musician,1
27-year-old,11
paean,4
ultra-left,1
sing,8
frail,5
prostat,5
whenev,7
petit,14
bookshelf,1
zime,5
onset,4
jinzhou,1
blacklist,4
einhorn,2
air-launch,2
nuclear-rel,2
reactor,6
unsafeguard,6
4th,1
5th,1
pakistan,10
islamabad,3
nthe,1
seami,1
historian,4
accuraci,2
unhind,1
guangen,1
sympathet,3
imparti,13
reportag,1
portrait,5
backyard,4
sternli,1
misjudg,1
bias,2
tire,10
folli,2
shiplock,1
short-sight,1
eximbank,1
steeli,1
soil,7
defianc,2
whir,1
gezhouba,1
230-squar,1
rebar,1
"281,000",1
tall,2
herculean,1
megawatt-hour,1
riparian,1
guolin,1
dumptruck,1
600-squar,1
engineer-turned-premi,1
turbin,2
700-megawatt,1
weiyi,1
komatsu,1
teas,1
vacil,2
"354,000",1
gan,3
953,1
gravel,2
102.6,1
caterpillar,6
export-import,2
"21,000",3
"135,000",4
"3,695",1
laud,10
1.45,12
toppl,5
321,1
hotlin,1
"5,643",1
merri,2
graft-bust,2
xuan,1
bespectacl,2
55.8,1
font,1
1950,15
1966,1
tumultu,1
infus,6
inki,1
vigour,6
boast,10
494.9,1
stroke,5
109,4
60.,3
slender,2
painstakingli,2
stereotyp,1
hk,28
immigr,9
poster,2
abut,3
sedit,12
plotter,4
openli,15
vice-mayor,9
heir-appar,2
power-hungri,2
twilight,9
cloister,1
cult,3
eileen,2
enrag,5
re-elect,14
claussen,1
live-fir,2
ebb,5
kai-shek,8
uproot,3
evil,3
interefer,1
buddhism,6
embodi,1
hindranc,1
relati,1
rude,3
globe-trot,4
disfigur,1
insepar,3
deeply-buddhist,1
vain,2
paralys,10
textbook,1
yearn,2
cross-strait,5
etch,1
readjust,2
clung,1
precipic,1
oliv,7
unif,3
quasi-offici,1
taiwan-independ,1
separat,8
seven-day,3
abhor,4
nurtur,3
guidepost,1
inner-direct,1
11.28,1
snail,7
"68,800",2
45.7,2
65.12,2
75.8,1
disaster-stricken,1
haihang,1
cradle-to-grav,1
deputy-gener,1
disarma,6
donghui,1
holum,2
wis.,24
mich.,58
flint,37
three-week,26
123,14
heen,1
chide,5
powertrain,3
yokich,28
lordstown,12
"2,750",17
delphi,11
livonia,27
gmc,18
canadian-mad,14
sheet-met,4
suburban,21
"215,000",35
gettelfing,3
janesvil,27
yukon,16
j.t,5
overtim,7
uaw,49
250-member,5
fender,17
"22,913",3
battenberg,5
holm,5
taho,15
summervil,1
"4,800",17
truck-rel,2
reconven,6
heali,18
morain,12
silao,10
52.875,1
four-door,6
linden,13
full-siz,32
still-oper,1
hourli,38
shreveport,13
"19,958.",1
ind.,12
oshawa,17
ontario,51
"2,250",7
two-prong,5
licari,10
pontiac,28
4.93,1
2.98,8
par-valu,1
1-2/3,2
jeopard,4
glantz,3
phillippi,11
predic,1
4.16,1
sleep,8
cushion,8
cut-and-sew,1
17.,1
retire,4
21.59,1
659,3
plant-level,10
551,1
povid,1
duan,2
buick,17
shoemak,3
macbrid,1
zuckschwerdt,1
v-8,4
rank-and-fil,4
1.156,1
mcghee,10
reg,11
five-day,9
strike-bound,2
sevil,2
munger,2
ampl,6
"26,000",18
klipstin,5
eldorado,2
"55,000",3
9.,2
second-shift,2
hargrov,4
trotman,14
caw,13
sport-util,4
cadillac,6
hottest-sel,2
"1,050",2
windsor,11
tonawanda,2
ypsilanti,2
17-day,5
michigan,28
round-the-clock,3
19-an-hour,3
0359,2
character,4
knechtel,10
11:59,8
sport/util,23
harp,1
commiteeman,1
cab,2
toledo,3
high-profit,4
norman,12
54.375,2
"15,284.",1
main-tabl,1
plant-specif,8
refrain,10
"5,702",1
profit-shar,1
10-day-old,1
basil,1
classif,3
wentzvil,2
mo.,4
cornerston,2
"4,809",4
buford,1
beaman,1
la.,9
follw,1
beleau,1
renov,9
attrit,6
janesvill,1
savana,1
452,1
charger,3
valad,1
"650,529",1
newark,1
truck-build,1
hell-bent,1
cheroke,3
july-septemb,2
churn,11
735,8
492,7
3.65,2
kerkorian,1
neon,3
"48,207",1
531,2
"57,209",1
"581,853",1
685,5
982,1
"190,000",3
eaton,4
del.,4
solidli,5
two-door,1
minivan,18
985,2
jeep,5
workload,6
stagger,6
snag,9
strike-fuel,1
"18,958",5
"19,000.",2
silverdom,2
athlet,3
ballpark,2
2004.,5
"70,000-seat",1
stadium,8
youngest,8
referrendum,1
gettlefing,2
oher,1
"18,858",1
striker,13
elud,5
agrement,1
woker,2
uaw-gm,4
funnel,5
598,3
bellami,1
gerri,15
"13,309",1
801,2
shaiken,4
laid-off,3
strikebound,3
b-crew,2
strike-rel,2
harley,4
dunaway,2
"5,500",5
kokomo,4
california-berkeley,3
blazer,3
53.625,1
costs..,2
tonight,9
jimmi,12
crew-cab,2
corros,2
regal,5
soapi,2
tide,8
unexplain,2
sensor,2
neblett,2
lap,13
mph,6
lumina,2
"1,136",2
corrod,2
1996-model,5
cutlass,5
ambros,3
spontan,3
"395,994",2
nhtsa,5
driveway,2
mont,7
"17,000",9
csm,8
blaschk,4
first-ev,3
hamtramck,5
j.d,1
okla.,3
malibu,3
"15,000-",2
covier,1
farmington,7
wherewith,1
lans,5
"5,500-employe",1
292,4
delco,1
0700,5
job-preserv,1
uaw-rel,2
grim-fac,3
strike-caus,2
c/k,4
kuhlman,1
"23,158",2
auo,1
day-old,1
"65,000-seat",1
purs,2
open-air,1
city-financ,1
abstain,4
dearborn,6
"80,000-seat",1
big-tim,1
20-day,10
bonnevil,5
lesabr,5
